RowID,Level,Term,SeeAlso,NonEssModif,MalignantPrimary,MalignantSecondary,CaInSitu,Benign,UncertainBehavior,UnspecifiedBehavior
1421,1,"pleura, pleural",,(cavity),C38.4,C78.2,-,D19.0,D38.2,D49.1
1422,2,overlapping lesion with heart or mediastinum,,,C38.8,-,-,-,-,-
1423,2,parietal,,,C38.4,C78.2,-,D19.0,D38.2,D49.1
1424,2,visceral,,,C38.4,C78.2,-,D19.0,D38.2,D49.1
1425,1,plexus,,,,,,,,
1426,2,brachial,,,C47.1-,C79.89,-,D36.12,D48.2,D49.2
1427,2,cervical,,,C47.0,C79.89,-,D36.11,D48.2,D49.2
1428,2,choroid,,,C71.5,C79.31,-,D33.0,D43.0,D49.6
1429,2,lumbosacral,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1430,2,sacral,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
1431,1,pluriendocrine,,,C75.8,C79.89,D09.3,D35.7,D44.9,D49.7
1432,1,pole,,,,,,,,
1433,2,frontal,,,C71.1,C79.31,-,D33.0,D43.0,D49.6
1434,2,occipital,,,C71.4,C79.31,-,D33.0,D43.0,D49.6
1435,1,pons,,(varolii),C71.7,C79.31,-,D33.1,D43.1,D49.6
1436,1,popliteal fossa or space,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
1437,1,postcricoid,,(region),C13.0,C79.89,D00.08,D10.7,D37.05,D49.0
1438,1,posterior fossa,,(cranial),C71.9,C79.31,-,D33.2,D43.2,D49.6
1439,1,postnasal space,,,C11.9,C79.89,D00.08,D10.6,D37.05,D49.0
1440,1,prepuce,,,C60.0,C79.82,D07.4,D29.0,D40.8,D49.59
1441,1,prepylorus,,,C16.4,C78.89,D00.2,D13.1,D37.1,D49.0
1442,1,presacral,,(region),C76.3,C79.89,-,D36.7,D48.7,D49.89
1443,1,prostate,,(gland),C61,C79.82,D07.5,D29.1,D40.0,D49.59
1444,2,utricle,,,C68.0,C79.19,D09.19,D30.4,D41.3,D49.59
1445,1,pterygoid fossa,,,C49.0,C79.89,-,D21.0,D48.1,D49.2
1446,1,pubic bone,,,C41.4,C79.51,-,D16.8,D48.0,D49.2
1447,1,"pudenda, pudendum",,(femaie),C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1448,1,pulmonary,,,C34.9-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
1449,1,putamen,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
1450,1,pyloric,,,,,,,,
1451,2,antrum,,,C16.3,C78.89,D00.2,D13.1,D37.1,D49.0
1452,2,canal,,,C16.4,C78.89,D00.2,D13.1,D37.1,D49.0
1453,1,pylorus,,,C16.4,C78.89,D00.2,D13.1,D37.1,D49.0
1454,1,pyramid,,(brain),C71.7,C79.31,-,D33.1,D43.1,D49.6
1455,1,pyriform fossa or sinus,,,C12,C79.89,D00.08,D10.7,D37.05,D49.0
1456,1,radius,,(any part),C40.0-,C79.51,-,D16.0-,-,-
1457,1,Rathke's pouch,,,C75.1,C79.89,D09.3,D35.2,D44.3,D49.7
1458,1,rectosigmoid,,(junction),C19,C78.5,D01.1,D12.7,D37.5,D49.0
1459,2,overlapping lesion with anus or rectum,,,C21.8,-,-,-,-,-
1460,1,rectouterine pouch,,,C48.1,C78.6,-,D20.1,D48.4,D49.0
1461,1,rectovaginal septum or wall,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1462,1,rectovesical septum,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1463,1,rectum,,(ampulla),C20,C78.5,D01.2,D12.8,D37.5,D49.0
1464,2,and colon,,,C19,C78.5,D01.1,D12.7,D37.5,D49.0
1465,2,overlapping lesion with anus or rectosigmoid junction,,,C21.8,-,-,-,-,-
1466,1,renal,,,C64.-,C79.0-,D09.19,D30.0-,D41.0-,D49.51-
1467,2,calyx,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.51-
1468,2,hilus,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.51-
1469,2,parenchyma,,,C64.-,C79.0-,D09.19,D30.0-,D41.0-,D49.51-
1470,2,pelvis,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.51-
1471,1,respiratory,,,,,,,,
1472,2,organs or system NEC,,,C39.9,C78.30,D02.4,D14.4,D38.6,D49.1
1473,2,tract NEC,,,C39.9,C78.30,D02.4,D14.4,D38.5,D49.1
1474,3,upper,,,C39.0,C78.30,D02.4,D14.4,D38.5,D49.1
1475,1,retina,,,C69.2-,C79.49,D09.2-,D31.2-,D48.7,D49.81
1476,1,retrobulbar,,,C69.6-,C79.49,-,D31.6-,D48.7,D49.89
1477,1,retrocecal,,,C48.0,C78.6,-,D20.0,D48.3,D49.0
1478,1,retromolar,,(area) (triangle) (trigone),C06.2,C79.89,D00.00,D10.39,D37.09,D49.0
1479,1,retro-orbital,,,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1480,1,retroperitoneal,,(space) (tissue),C48.0,C78.6,-,D20.0,D48.3,D49.0
1481,1,retroperitoneum,,,C48.0,C78.6,-,D20.0,D48.3,D49.0
1482,1,retropharyngeal,,,C14.0,C79.89,D00.08,D10.9,D37.05,D49.0
1483,1,retrovesical,,(septum),C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1484,1,rhinencephalon,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
1485,1,rib,,,C41.3,C79.51,-,D16.7,D48.0,D49.2
1486,1,Rosenmuller's fossa,,,C11.2,C79.89,D00.08,D10.6,D37.05,D49.0
1487,1,round ligament,,,C57.2,C79.82,-,D28.2,D39.8,D49.59
1488,1,"sacrococcyx, sacrococcygeal",,,C41.4,C79.51,,D16.8,D48.0,D49.2
1489,2,region,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1490,1,sacrouterine ligament,,,C57.3,C79.82,-,D28.2,D39.8,D49.59
1491,1,"sacrum, sacral",,(vertebra),C41.4,C79.51,-,D16.8,D48.0,D49.2
1492,1,salivary gland or duct,,(major),C08.9,C79.89,D00.00,D11.9,D37.039,D49.0
1493,2,minor NEC,,,C06.9,C79.89,D00.00,D10.39,D37.04,D49.0
1494,2,overlapping lesion,,,C08.9,-,-,-,-,-
1495,2,parotid,,,C07,C79.89,D00.00,D11.0,D37.030,D49.0
1496,2,pluriglandular,,,C08.9,C79.89,D00.00,D11.9,D37.039,D49.0
1497,2,sublingual,,,C08.1,C79.89,D00.00,D11.7,D37.031,D49.0
1498,2,submandibular,,,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
1499,2,submaxillary,,,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
1500,1,salpinx,,(uterine),C57.0-,C79.82,D07.39,D28.2,D39.8,D49.59
1501,1,Santorini's duct,,,C25.3,C78.89,D01.7,D13.6,D37.8,D49.0
1502,1,scalp,,,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
1503,2,basal cell carcinoma,,,C44.41,-,-,-,-,-
1504,2,specified type NEC,,,C44.49,-,-,-,-,-
1505,2,squamous cell carcinoma,,,C44.42,-,-,-,-,-
1506,1,scapula,,(any part),C40.0-,C79.51,-,D16.0-,-,-
1507,1,scapular region,,,C76.1,C79.89,D09.8,D36.7,D48.7,D49.89
1508,1,scar NEC,,,C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
1509,1,sciatic nerve,,,C47.2-,C79.89,-,D36.13,D48.2,D49.2
1510,1,sclera,,,C69.4-,C79.49,D09.2-,D31.4-,D48.7,D49.89
1511,1,scrotum,,(skin),C63.2,C79.82,D07.61,D29.4,D40.8,D49.59
1512,1,sebaceous gland,"Neoplasm, skin",,,,,,,
1513,1,sella turcica,,,C75.1,C79.89,D09.3,D35.2,D44.3,D49.7
1514,2,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1515,1,semilunar cartilage,,(knee),C40.2-,C79.51,-,D16.2-,D48.0,D49.2
1516,1,seminal vesicle,,,C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
1517,1,septum,,,,,,,,
1518,2,nasal,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1519,3,posterior margin,,,C11.3,C79.89,D00.08,D10.6,D37.05,D49.0
1520,2,rectovaginal,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1521,2,rectovesical,,,C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
1522,2,urethrovaginal,,,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
1523,2,vesicovaginal,,,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
1524,1,shoulder NEC,,,C76.4-,C79.89,D04.6-,D36.7,D48.7,D49.89
1525,1,sigmoid flexure,,(lower) (upper),C18.7,C78.5,D01.0,D12.5,D37.4,D49.0
1526,1,sinus,,(accessory),C31.9,C78.39,D02.3,D14.0,D38.5,D49.1
1527,2,bone,,(any),C41.0,C79.51,-,D16.4-,D48.0,D49.2
1528,2,ethmoidal,,,C31.1,C78.39,D02.3,D14.0,D38.5,D49.1
1529,2,frontal,,,C31.2,C78.39,D02.3,D14.0,D38.5,D49.1
1530,2,maxillary,,,C31.0,C78.39,D02.3,D14.0,D38.5,D49.1
1531,2,"nasal, paranasal NEC",,,C31.9,C78.39,D02.3,D14.0,D38.5,D49.1
1532,2,overlapping lesion,,,C31.8,-,-,-,-,-
1533,2,pyriform,,,C12,C79.89,D00.08,D10.7,D37.05,D49.0
1534,2,sphenoid,,,C31.3,C78.39,D02.3,D14.0,D38.5,D49.1
1535,1,"skeleton, skeletal NEC",,,C41.9,C79.51,-,D16.9-,D48.0,D49.2
1536,1,Skene's gland,,,C68.1,C79.19,D09.19,D30.8,D41.8,D49.59
1537,1,skin NOS,,,C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
1538,2,abdominal wall,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1539,3,basal cell carcinoma,,,C44.519,-,-,-,-,-
1540,3,specified type NEC,,,C44.599,-,-,-,-,-
1541,3,squamous cell carcinoma,,,C44.529,-,-,-,-,-
1542,2,ala nasi,,,C44.301,C79.2,D04.39,D23.39,D48.5,D49.2
1543,2,ankle,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1544,2,antecubital space,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1545,2,anus,,,C44.500,C79.2,D04.5,D23.5,D48.5,D49.2
1546,3,basal cell carcinoma,,,C44.510,-,-,-,-,-
1547,3,specified type NEC,,,C44.590,-,-,-,-,-
1548,3,squamous cell carcinoma,,,C44.520,-,-,-,-,-
1549,2,arm,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1550,2,auditory canal,,(external),C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1551,2,auricle,,(ear),C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1552,2,auricular canal,,(external),C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1553,2,"axilla, axillary fold",,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1554,2,back,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1555,2,basal cell carcinoma,,,C44.91,,,,,
1556,2,breast,,,C44.501,C79.2,D04.5,D23.5,D48.5,D49.2
1557,3,basal cell carcinoma,,,C44.511,-,-,-,-,-
1558,3,specified type NEC,,,C44.591,-,-,-,-,-
1559,3,squamous cell carcinoma,,,C44.521,-,-,-,-,-
1560,2,brow,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1561,2,buttock,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1562,2,calf,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1563,2,canthus,,(eye) (inner) (outer),C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
1564,3,basal cell carcinoma,,,C44.11-,-,-,-,-,-
1565,3,sebaceous cell,,,C44.13-,-,-,-,-,-
1566,3,specified type NEC,,,C44.19-,-,-,-,-,-
1567,3,squamous cell carcinoma,,,C44.12-,-,-,-,-,-
1568,2,cervical region,,,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
1569,2,cheek,,(external),C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1570,2,chest,,(wall),C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1571,2,chin,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1572,2,clavicular area,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1573,2,clitoris,,,C51.2,C79.82,D07.1,D28.0,D39.8,D49.59
1574,2,columnella,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1575,2,concha,,,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1576,2,ear,,(external),C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1577,3,basal cell carcinoma,,,C44.21-,-,-,-,-,-
1578,3,specified type NEC,,,C44.29-,-,-,-,-,-
1579,3,squamous cell carcinoma,,,C44.22-,-,-,-,-,-
1580,2,elbow,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1581,2,eyebrow,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1582,2,eyelid,,,C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
1583,3,basal cell carcinoma,,,C44.11-,-,-,-,-,-
1584,3,sebaceous cell,,,C44.13-,-,-,-,-,-
1585,3,specified type NEC,,,C44.19-,-,-,-,-,-
1586,3,squamous cell carcinoma,,,C44.12-,-,-,-,-,-
1587,2,face NOS,,,C44.300,C79.2,D04.30,D23.30,D48.5,D49.2
1588,3,basal cell carcinoma,,,C44.310,-,-,-,-,-
1589,3,specified type NEC,,,C44.390,-,-,-,-,-
1590,3,squamous cell carcinoma,,,C44.320,-,-,-,-,-
1591,2,female genital organs,,(external),C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1592,3,clitoris,,,C51.2,C79.82,D07.1,D28.0,D39.8,D49.59
1593,3,labium NEC,,,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1594,4,majus,,,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
1595,4,minus,,,C51.1,C79.82,D07.1,D28.0,D39.8,D49.59
1596,3,pudendum,,,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1597,3,vulva,,,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1598,2,finger,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1599,2,flank,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1600,2,foot,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1601,2,forearm,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1602,2,forehead,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1603,2,glabella,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1604,2,gluteal region,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1605,2,groin,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1606,2,hand,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1607,2,head NEC,,,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
1608,2,heel,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1609,2,helix,,,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1610,2,hip,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1611,2,infraclavicular region,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1612,2,inguinal region,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1613,2,jaw,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1614,2,Kaposi's sarcoma,"Kaposi's, sarcoma, skin",,,,,,,
1615,2,knee,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1616,2,labia,,,,,,,,
1617,3,majora,,,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
1618,3,minora,,,C51.1,C79.82,D07.1,D28.0,D39.8,D49.59
1619,2,leg,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1620,2,lid,,(lower) (upper),C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
1621,3,basal cell carcinoma,,,C44.11-,-,-,-,-,-
1622,3,sebaceous cell,,,C44.13-,-,-,-,-,-
1623,3,specified type NEC,,,C44.19-,-,-,-,-,-
1624,3,squamous cell carcinoma,,,C44.12-,-,-,-,-,-
1625,2,limb NEC,,,C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
1626,3,basal cell carcinoma,,,C44.91,,,,,
1627,3,lower,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1628,4,basal cell carcinoma,,,C44.71-,-,-,-,-,-
1629,4,specified type NEC,,,C44.79-,-,-,-,-,-
1630,4,squamous cell carcinoma,,,C44.72-,-,-,-,-,-
1631,3,upper,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1632,4,basal cell carcinoma,,,C44.61-,-,-,-,-,-
1633,4,specified type NEC,,,C44.69-,-,-,-,-,-
1634,4,squamous cell carcinoma,,,C44.62-,-,-,-,-,-
1635,2,lip,,(lower) (upper),C44.00,C79.2,D04.0,D23.0,D48.5,D49.2
1636,3,basal cell carcinoma,,,C44.01,-,-,-,-,-
1637,3,specified type NEC,,,C44.09,-,-,-,-,-
1638,3,squamous cell carcinoma,,,C44.02,-,-,-,-,-
1639,2,male genital organs,,,C63.9,C79.82,D07.60,D29.9,D40.8,D49.59
1640,3,penis,,,C60.9,C79.82,D07.4,D29.0,D40.8,D49.59
1641,3,prepuce,,,C60.0,C79.82,D07.4,D29.0,D40.8,D49.59
1642,3,scrotum,,,C63.2,C79.82,D07.61,D29.4,D40.8,D49.59
1643,2,mastectomy site,,(skin),C44.501,C79.2,-,-,-,-
1644,3,specified as breast tissue,,,C50.8-,C79.81,-,-,-,-
1645,2,"meatus, acoustic",,(external),C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1646,2,melanotic,Melanoma,,,,,,,
1647,2,Merkel cell,"Carcinoma, Merkel cell",,,,,,,
1648,2,nates,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1649,2,neck,,,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
1650,3,basal cell carcinoma,,,C44.41,-,-,-,-,-
1651,3,specified type NEC,,,C44.49,-,-,-,-,-
1652,3,squamous cell carcinoma,,,C44.42,-,-,-,-,-
1653,2,nevus,"Nevus, skin",,,,,,,
1654,2,nose,,(external),C44.301,C79.2,D04.39,D23.39,D48.5,D49.2
1655,2,overlapping lesion,,,C44.80,-,-,-,-,-
1656,3,basal cell carcinoma,,,C44.81,-,-,-,-,-
1657,3,specified type NEC,,,C44.89,-,-,-,-,-
1658,3,squamous cell carcinoma,,,C44.82,-,-,-,-,-
1659,2,palm,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1660,2,palpebra,,,C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
1661,3,basal cell carcinoma,,,C44.11-,-,-,-,-,-
1662,3,sebaceous cell,,,C44.13-,-,-,-,-,-
1663,3,specified type NEC,,,C44.19-,-,-,-,-,-
1664,3,squamous cell carcinoma,,,C44.12-,-,-,-,-,-
1665,2,penis NEC,,,C60.9,C79.82,D07.4,D29.0,D40.8,D49.59
1666,2,perianal,,,C44.500,C79.2,D04.5,D23.5,D48.5,D49.2
1667,2,perineum,,,C44.500,C79.2,D04.5,D23.5,D48.5,D49.2
1668,2,pinna,,,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1669,2,plantar,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1670,2,popliteal fossa or space,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1671,2,prepuce,,,C60.0,C79.82,D07.4,D29.0,D40.8,D49.59
1672,2,pubes,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1673,2,sacrococcygeal region,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1674,2,scalp,,,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
1675,3,basal cell carcinoma,,,C44.41,-,-,-,-,-
1676,3,specified type NEC,,,C44.49,-,-,-,-,-
1677,3,squamous cell carcinoma,,,C44.42,-,-,-,-,-
1678,2,scapular region,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1679,2,scrotum,,,C63.2,C79.82,D07.61,D29.4,D40.8,D49.59
1680,2,shoulder,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1681,2,sole,,(foot),C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1682,2,specified sites NEC,,,C44.80,C79.2,D04.8,D23.9,D48.5,D49.2
1683,3,basal cell carcinoma,,,C44.81,-,-,-,-,-
1684,3,specified type NEC,,,C44.89,-,-,-,-,-
1685,3,squamous cell carcinoma,,,C44.82,-,-,-,-,-
1686,2,specified type NEC,,,C44.99,-,-,-,-,-
1687,2,squamous cell carcinoma,,,C44.92,-,-,-,-,-
1688,2,submammary fold,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1689,2,supraclavicular region,,,C44.40,C79.2,D04.4,D23.4,D48.5,D49.2
1690,2,temple,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1691,2,thigh,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1692,2,thoracic wall,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1693,2,thumb,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1694,2,toe,,,C44.70-,C79.2,D04.7-,D23.7-,D48.5,D49.2
1695,2,tragus,,,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1696,2,trunk,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1697,3,basal cell carcinoma,,,C44.519,-,-,-,-,-
1698,3,specified type NEC,,,C44.599,-,-,-,-,-
1699,3,squamous cell carcinoma,,,C44.529,-,-,-,-,-
1700,2,umbilicus,,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1701,2,vulva,,,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1702,3,overlapping lesion,,,C51.8,-,-,-,-,-
1703,2,wrist,,,C44.60-,C79.2,D04.6-,D23.6-,D48.5,D49.2
1704,1,skull,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1705,1,soft parts or tissues,"Neoplasm, connective tissue",,,,,,,
1706,1,specified site NEC,,,C76.8,C79.89,D09.8,D36.7,D48.7,D49.89
1707,1,spermatic cord,,,C63.1-,C79.82,D07.69,D29.8,D40.8,D49.59
1708,1,sphenoid,,,C31.3,C78.39,D02.3,D14.0,D38.5,D49.1
1709,2,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1710,2,sinus,,,C31.3,C78.39,D02.3,D14.0,D38.5,D49.1
1711,1,sphincter,,,,,,,,
1712,2,anal,,,C21.1,C78.5,D01.3,D12.9,D37.8,D49.0
1713,2,of Oddi,,,C24.0,C78.89,D01.5,D13.5,D37.6,D49.0
1714,1,"spine, spinal",,(column),C41.2,C79.51,-,D16.6,D48.0,D49.2
1715,2,bulb,,,C71.7,C79.31,-,D33.1,D43.1,D49.6
1716,2,coccyx,,,C41.4,C79.51,-,D16.8,D48.0,D49.2
1717,2,cord,,(cervical) (lumbar) (sacral) (thoracic),C72.0,C79.49,-,D33.4,D43.4,D49.7
1718,2,dura mater,,,C70.1,C79.49,-,D32.1,D42.1,D49.7
1719,2,lumbosacral,,,C41.2,C79.51,-,D16.6,D48.0,D49.2
1720,2,marrow NEC,,,C96.9,C79.52,-,-,D47.9,D49.89
1721,2,membrane,,,C70.1,C79.49,-,D32.1,D42.1,D49.7
1722,2,meninges,,,C70.1,C79.49,-,D32.1,D42.1,D49.7
1723,2,nerve,,(root),C47.9,C79.89,-,D36.10,D48.2,D49.2
1724,2,pia mater,,,C70.1,C79.49,-,D32.1,D42.1,D49.7
1725,2,root,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1726,2,sacrum,,,C41.4,C79.51,-,D16.8,D48.0,D49.2
1727,1,"spleen, splenic NEC",,,C26.1,C78.89,D01.7,D13.99,D37.8,D49.0
1728,2,flexure,,(colon),C18.5,C78.5,D01.0,D12.3,D37.4,D49.0
1729,1,"stem, brain",,,C71.7,C79.31,-,D33.1,D43.1,D49.6
1730,1,Stensen's duct,,,C07,C79.89,D00.00,D11.0,D37.030,D49.0
1731,1,sternum,,,C41.3,C79.51,-,D16.7,D48.0,D49.2
1732,1,stomach,,,C16.9,C78.89,D00.2,D13.1,D37.1,D49.0
1733,2,antrum,,(pyloric),C16.3,C78.89,D00.2,D13.1,D37.1,D49.0
1734,2,body,,,C16.2,C78.89,D00.2,D13.1,D37.1,D49.0
1735,2,cardia,,,C16.0,C78.89,D00.2,D13.1,D37.1,D49.0
1736,2,cardiac orifice,,,C16.0,C78.89,D00.2,D13.1,D37.1,D49.0
1737,2,corpus,,,C16.2,C78.89,D00.2,D13.1,D37.1,D49.0
1738,2,fundus,,,C16.1,C78.89,D00.2,D13.1,D37.1,D49.0
1739,2,greater curvature NEC,,,C16.6,C78.89,D00.2,D13.1,D37.1,D49.0
1740,2,lesser curvature NEC,,,C16.5,C78.89,D00.2,D13.1,D37.1,D49.0
1741,2,overlapping lesion,,,C16.8,-,-,-,-,-
1742,2,prepylorus,,,C16.4,C78.89,D00.2,D13.1,D37.1,D49.0
1743,2,pylorus,,,C16.4,C78.89,D00.2,D13.1,D37.1,D49.0
1744,2,wall NEC,,,C16.9,C78.89,D00.2,D13.1,D37.1,D49.0
1745,3,anterior NEC,,,C16.8,C78.89,D00.2,D13.1,D37.1,D49.0
1746,3,posterior NEC,,,C16.8,C78.89,D00.2,D13.1,D37.1,D49.0
1747,1,"stroma, endometrial",,,C54.1,C79.82,D07.0,D26.1,D39.0,D49.59
1748,1,"stump, cervical",,,C53.8,C79.82,D06.7,D26.0,D39.0,D49.59
1749,1,subcutaneous,"Neoplasm, connective tissue",(nodule) (tissue),,,,,,
1750,1,subdural,,,C70.9,C79.32,-,D32.9,D42.9,D49.7
1751,1,"subglottis, subglottic",,,C32.2,C78.39,D02.0,D14.1,D38.0,D49.1
1752,1,sublingual,,,C04.9,C79.89,D00.06,D10.2,D37.09,D49.0
1753,2,gland or duct,,,C08.1,C79.89,D00.00,D11.7,D37.031,D49.0
1754,1,submandibular gland,,,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
1755,1,submaxillary gland or duct,,,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
1756,1,submental,,,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1757,1,subpleural,,,C34.9-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
1758,1,substernal,,,C38.1,C78.1,-,D15.2,D38.3,D49.89
1759,1,"sudoriferous, sudoriparous gland, site unspecified",,,C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
1760,2,specified site,"Neoplasm, skin",,,,,,,
1761,1,supraclavicular region,,,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1762,1,supraglottis,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
1763,1,suprarenal,,,C74.9-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
1764,2,capsule,,,C74.9-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
1765,2,cortex,,,C74.0-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
1766,2,gland,,,C74.9-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
1767,2,medulla,,,C74.1-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
