RowID,Letter,Level,Term,SeeAlso,NonEssModif,PoisoningAccidental,PoisoningIntentionalSelfHarm,PoisoningAssault,PoisoningUndetermined,AdverseEffect,Underdosing
269,A,0,Alsactide,,,T38.811,T38.812,T38.813,T38.814,T38.815,T38.816
270,A,0,Alseroxylon,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
271,A,0,Alteplase,,,T45.611,T45.612,T45.613,T45.614,T45.615,T45.616
272,A,0,Altizide,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
273,A,0,Altretamine,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
274,A,0,Alum,,(medicinal),T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
275,A,1,nonmedicinal,,(ammonium) (potassium),T56.891,T56.892,T56.893,T56.894,--,--
276,A,0,"Aluminium, aluminum",,,,,,,,
277,A,1,acetate,,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
278,A,2,solution,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
279,A,1,aspirin,,,T39.011,T39.012,T39.013,T39.014,T39.015,T39.016
280,A,1,bis,,(acetylsalicylate),T39.011,T39.012,T39.013,T39.014,T39.015,T39.016
281,A,1,carbonate,,"(gel, basic)",T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
282,A,1,chlorhydroxide-complex,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
283,A,1,chloride,,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
284,A,1,clofibrate,,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
285,A,1,diacetate,,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
286,A,1,glycinate,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
287,A,1,hydroxide,,(gel),T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
288,A,1,hydroxide-magnesium carb. gel,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
289,A,1,magnesium silicate,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
290,A,1,nicotinate,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
291,A,1,ointment,,(surgical) (topical),T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
292,A,1,phosphate,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
293,A,1,salicylate,,,T39.091,T39.092,T39.093,T39.094,T39.095,T39.096
294,A,1,silicate,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
295,A,1,sodium silicate,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
296,A,1,subacetate,,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
297,A,1,sulfate,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
298,A,1,tannate,,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
299,A,1,topical NEC,,,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
300,A,0,Alurate,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
301,A,0,Alverine,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
302,A,0,Alvodine,,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,T40.2X5,T40.2X6
303,A,0,Amanita phalloides,,,T62.0X1,T62.0X2,T62.0X3,T62.0X4,--,--
304,A,0,Amanitine,,,T62.0X1,T62.0X2,T62.0X3,T62.0X4,--,--
305,A,0,Amantadine,,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
306,A,0,Ambazone,,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
307,A,0,Ambenonium,,(chloride),T44.0X1,T44.0X2,T44.0X3,T44.0X4,T44.0X5,T44.0X6
308,A,0,Ambroxol,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
309,A,0,Ambuphylline,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
310,A,0,Ambutonium bromide,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
311,A,0,Amcinonide,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
312,A,0,Amdinocilline,,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
313,A,0,Ametazole,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
314,A,0,Amethocaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
315,A,1,regional,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
316,A,1,spinal,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
317,A,0,Amethopterin,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
318,A,0,Amezinium metilsulfate,,,T44.991,T44.992,T44.993,T44.994,T44.995,T44.996
319,A,0,Amfebutamone,,,T43.291,T43.292,T43.293,T43.294,T43.295,T43.296
320,A,0,Amfepramone,,,T50.5X1,T50.5X2,T50.5X3,T50.5X4,T50.5X5,T50.5X6
321,A,0,Amfetamine,,,T43.621,T43.622,T43.623,T43.624,T43.625,T43.626
322,A,0,Amfetaminil,,,T43.621,T43.622,T43.623,T43.624,T43.625,T43.626
323,A,0,Amfomycin,,,T36.8X1,T36.8X2,T36.8X3,T36.8X4,T36.8X5,T36.8X6
324,A,0,Amidefrine mesilate,,,T48.5X1,T48.5X2,T48.5X3,T48.5X4,T48.5X5,T48.5X6
325,A,0,Amidone,,,T40.3X1,T40.3X2,T40.3X3,T40.3X4,T40.3X5,T40.3X6
326,A,0,Amidopyrine,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
327,A,0,Amidotrizoate,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
328,A,0,Amiflamine,,,T43.1X1,T43.1X2,T43.1X3,T43.1X4,T43.1X5,T43.1X6
329,A,0,Amikacin,,,T36.5X1,T36.5X2,T36.5X3,T36.5X4,T36.5X5,T36.5X6
330,A,0,Amikhelline,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
331,A,0,Amiloride,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
332,A,0,Aminacrine,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
333,A,0,Amineptine,,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
334,A,0,Aminitrozole,,,T37.3X1,T37.3X2,T37.3X3,T37.3X4,T37.3X5,T37.3X6
335,A,0,Amino acids,,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
336,A,0,Aminoacetic acid,,(derivatives),T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
337,A,0,Aminoacridine,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
338,A,0,Aminobenzoic acid,,(-p),T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
339,A,0,4-Aminobutyric acid,,,T43.8X1,T43.8X2,T43.8X3,T43.8X4,T43.8X5,T43.8X6
340,A,0,Aminocaproic acid,,,T45.621,T45.622,T45.623,T45.624,T45.625,T45.626
341,A,0,Aminoethylisothiourium,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
342,A,0,Aminofenazone,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
343,A,0,Aminoglutethimide,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
344,A,0,Aminohippuric acid,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
345,A,0,Aminomethylbenzoic acid,,,T45.691,T45.692,T45.693,T45.694,T45.695,T45.696
346,A,0,Aminometradine,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
347,A,0,Aminopentamide,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
348,A,0,Aminophenazone,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
349,A,0,Aminophenol,,,T54.0X1,T54.0X2,T54.0X3,T54.0X4,--,--
350,A,0,4-Aminophenol derivatives,,,T39.1X1,T39.1X2,T39.1X3,T39.1X4,T39.1X5,T39.1X6
351,A,0,Aminophenylpyridone,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
352,A,0,Aminophylline,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
353,A,0,Aminopterin sodium,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
354,A,0,Aminopyrine,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
355,A,0,8-Aminoquinoline drugs,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
356,A,0,Aminorex,,,T50.5X1,T50.5X2,T50.5X3,T50.5X4,T50.5X5,T50.5X6
357,A,0,Aminosalicylic acid,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
358,A,0,Aminosalylum,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
359,A,0,Amiodarone,,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
360,A,0,Amiphenazole,,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
361,A,0,Amiquinsin,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
362,A,0,Amisometradine,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
363,A,0,Amisulpride,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
364,A,0,Amitriptyline,,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
365,A,0,Amitriptylinoxide,,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
366,A,0,Amlexanox,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
367,A,0,Ammonia,,(fumes) (gas) (vapor),T59.891,T59.892,T59.893,T59.894,--,--
368,A,1,aromatic spirit,,,T48.991,T48.992,T48.993,T48.994,T48.995,T48.996
369,A,1,liquid,,(household),T54.3X1,T54.3X2,T54.3X3,T54.3X4,--,--
370,A,0,Ammoniated mercury,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
371,A,0,Ammonium,,,,,,,,
372,A,1,acid tartrate,,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
373,A,1,bromide,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
374,A,1,carbonate,,,T54.3X1,T54.3X2,T54.3X3,T54.3X4,--,--
375,A,1,chloride,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
376,A,2,expectorant,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
377,A,1,compounds,,(household),T54.3X1,T54.3X2,T54.3X3,T54.3X4,--,--
378,A,2,fumes,,(any usage),T59.891,T59.892,T59.893,T59.894,--,--
379,A,2,industrial,,,T54.3X1,T54.3X2,T54.3X3,T54.3X4,--,--
380,A,1,ichthyosulronate,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
381,A,1,mandelate,,,T37.91,T37.92,T37.93,T37.94,T37.95,T37.96
382,A,1,sulfamate,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
383,A,1,sulfonate resin,,,T47.8X1,T47.8X2,T47.8X3,T47.8X4,T47.8X5,T47.8X6
384,A,0,Amobarbital,,(sodium),T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
385,A,0,Amodiaquine,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
386,A,0,Amopyroquin,,(e),T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
387,A,0,Amoxapine,,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
388,A,0,Amoxicillin,,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
389,A,0,Amperozide,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
390,A,0,Amphenidone,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
391,A,0,Amphetamine NEC,,,T43.621,T43.622,T43.623,T43.624,T43.625,T43.626
392,A,0,Amphomycin,,,T36.8X1,T36.8X2,T36.8X3,T36.8X4,T36.8X5,T36.8X6
393,A,0,Amphotalide,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
394,A,0,Amphotericin B,,,T36.7X1,T36.7X2,T36.7X3,T36.7X4,T36.7X5,T36.7X6
395,A,1,topical,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
396,A,0,Ampicillin,,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
397,A,0,Amprotropine,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
398,A,0,Amsacrine,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
399,A,0,Amygdaline,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
400,A,0,Amyl,,,,,,,,
401,A,1,acetate,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
402,A,2,vapor,,,T59.891,T59.892,T59.893,T59.894,--,--
403,A,1,alcohol,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
404,A,1,chloride,,,T53.6X1,T53.6X2,T53.6X3,T53.6X4,--,--
405,A,1,formate,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
406,A,1,nitrite,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
407,A,1,propionate,,,T65.891,T65.892,T65.893,T65.894,--,--
408,A,0,Amylase,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
409,A,0,"Amyleine, regional",,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
410,A,0,Amylene,,,,,,,,
411,A,1,dichloride,,,T53.6X1,T53.6X2,T53.6X3,T53.6X4,--,--
412,A,1,hydrate,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
413,A,0,Amylmetacresol,,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
414,A,0,Amylobarbitone,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
415,A,0,"Amylocaine, regional",,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
416,A,1,infiltration,,(subcutaneous),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
417,A,1,nerve block,,(peripheral) (plexus),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
418,A,1,spinal,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
419,A,1,topical,,(surface),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
420,A,0,Amylopectin,,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
421,A,0,Amytal,,(sodium),T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
422,A,0,Anabolic steroid,,,T38.7X1,T38.7X2,T38.7X3,T38.7X4,T38.7X5,T38.7X6
423,A,0,Analeptic NEC,,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
424,A,0,Analgesic,,,T39.91,T39.92,T39.93,T39.94,T39.95,T39.96
425,A,1,anti-inflammatory NEC,,,T39.91,T39.92,T39.93,T39.94,T39.95,T39.96
426,A,2,propionic acid derivative,,,T39.311,T39.312,T39.313,T39.314,T39.315,T39.316
427,A,1,antirheumatic NEC,,,T39.4X1,T39.4X2,T39.4X3,T39.4X4,T39.4X5,T39.4X6
428,A,1,aromatic NEC,,,T39.1X1,T39.1X2,T39.1X3,T39.1X4,T39.1X5,T39.1X6
429,A,1,narcotic NEC,,,T40.601,T40.602,T40.603,T40.604,T40.605,T40.606
430,A,2,combination,,,T40.601,T40.602,T40.603,T40.604,T40.605,T40.606
431,A,2,obstetric,,,T40.601,T40.602,T40.603,T40.604,T40.605,T40.606
432,A,1,non-narcotic NEC,,,T39.91,T39.92,T39.93,T39.94,T39.95,T39.96
433,A,2,combination,,,T39.91,T39.92,T39.93,T39.94,T39.95,T39.96
434,A,1,pyrazole,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
435,A,1,specified NEC,,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
436,A,0,Analgin,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
437,A,0,Anamirta cocculus,,,T62.1X1,T62.1X2,T62.1X3,T62.1X4,--,--
438,A,0,Ancillin,,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
439,A,0,Ancrod,,,T45.691,T45.692,T45.693,T45.694,T45.695,T45.696
440,A,0,Androgen,,,T38.7X1,T38.7X2,T38.7X3,T38.7X4,T38.7X5,T38.7X6
441,A,0,Androgen-estrogen mixture,,,T38.7X1,T38.7X2,T38.7X3,T38.7X4,T38.7X5,T38.7X6
442,A,0,Androstalone,,,T38.7X1,T38.7X2,T38.7X3,T38.7X4,T38.7X5,T38.7X6
443,A,0,Androstanolone,,,T38.7X1,T38.7X2,T38.7X3,T38.7X4,T38.7X5,T38.7X6
444,A,0,Androsterone,,,T38.7X1,T38.7X2,T38.7X3,T38.7X4,T38.7X5,T38.7X6
445,A,0,Anemone pulsatilla,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
446,A,0,Anesthesia,,,,,,,,
447,A,1,caudal,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
448,A,1,endotracheal,,,T41.0X1,T41.0X2,T41.0X3,T41.0X4,T41.0X5,T41.0X6
449,A,1,epidural,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
450,A,1,inhalation,,,T41.0X1,T41.0X2,T41.0X3,T41.0X4,T41.0X5,T41.0X6
451,A,1,local,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
452,A,1,mucosal,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
453,A,1,muscle relaxation,,,T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
454,A,1,nerve blocking,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
455,A,1,plexus blocking,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
456,A,1,potentiated,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
457,A,1,rectal,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
458,A,2,general,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
459,A,2,local,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
460,A,1,regional,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
461,A,1,surface,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
462,A,0,Anesthetic NEC,Anesthesia,,T41.41,T41.42,T41.43,T41.44,T41.45,T41.46
463,A,1,with muscle relaxant,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
464,A,2,general,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
465,A,2,local,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
466,A,1,gaseous NEC,,,T41.0X1,T41.0X2,T41.0X3,T41.0X4,T41.0X5,T41.0X6
467,A,1,general NEC,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
468,A,1,halogenated hydrocarbon derivatives NEC,,,T41.0X1,T41.0X2,T41.0X3,T41.0X4,T41.0X5,T41.0X6
469,A,1,infiltration NEC,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
470,A,1,intravenous NEC,,,T41.1X1,T41.1X2,T41.1X3,T41.1X4,T41.1X5,T41.1X6
471,A,1,local NEC,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
472,A,1,rectal,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
473,A,2,general,,,T41.201,T41.202,T41.203,T41.204,T41.205,T41.206
474,A,2,local,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
475,A,1,regional NEC,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
476,A,1,spinal NEC,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
477,A,1,thiobarbiturate,,,T41.1X1,T41.1X2,T41.1X3,T41.1X4,T41.1X5,T41.1X6
478,A,1,topical,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
479,A,0,Aneurine,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
480,A,0,Angio-Conray,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
481,A,0,Angiotensin,,,T44.5X1,T44.5X2,T44.5X3,T44.5X4,T44.5X5,T44.5X6
482,A,0,Angiotensinamide,,,T44.991,T44.992,T44.993,T44.994,T44.995,T44.996
483,A,0,Anhydrohydroxy-progesterone,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
484,A,0,Anhydron,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
485,A,0,Anileridine,,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
486,A,0,Aniline,,(dye) (liquid),T65.3X1,T65.3X2,T65.3X3,T65.3X4,--,--
487,A,1,analgesic,,,T39.1X1,T39.1X2,T39.1X3,T39.1X4,T39.1X5,T39.1X6
488,A,1,"derivatives, therapeutic NEC",,,T39.1X1,T39.1X2,T39.1X3,T39.1X4,T39.1X5,T39.1X6
489,A,1,vapor,,,T65.3X1,T65.3X2,T65.3X3,T65.3X4,--,--
490,A,0,Aniscoropine,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
491,A,0,Anise oil,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
492,A,0,Anisidine,,,T65.3X1,T65.3X2,T65.3X3,T65.3X4,--,--
493,A,0,Anisindione,,,T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
494,A,0,Anisotropine methyl-bromide,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
495,A,0,Anistreplase,,,T45.611,T45.612,T45.613,T45.614,T45.615,T45.616
496,A,0,Anorexiant,,(central),T50.5X1,T50.5X2,T50.5X3,T50.5X4,T50.5X5,T50.5X6
497,A,0,Anorexic agents,,,T50.5X1,T50.5X2,T50.5X3,T50.5X4,T50.5X5,T50.5X6
498,A,0,Ansamycin,,,T36.6X1,T36.6X2,T36.6X3,T36.6X4,T36.6X5,T36.6X6
499,A,0,Ant,,(bite) (sting),T63.421,T63.422,T63.423,T63.424,--,--
500,A,0,Ant poison,,,,,,,,
501,A,0,Antabuse,,,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
502,A,0,Antacid NEC,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
503,A,0,Antagonist,,,,,,,,
504,A,1,Aldosterone,,,T50.0X1,T50.0X2,T50.0X3,T50.0X4,T50.0X5,T50.0X6
505,A,1,alpha-adrenoreceptor,,,T44.6X1,T44.6X2,T44.6X3,T44.6X4,T44.6X5,T44.6X6
506,A,1,anticoagulant,,,T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
507,A,1,beta-adrenoreceptor,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
508,A,1,extrapyramidal NEC,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
509,A,1,folic acid,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
510,A,1,H2 receptor,,,T47.0X1,T47.0X2,T47.0X3,T47.0X4,T47.0X5,T47.0X6
511,A,1,heavy metal,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
512,A,1,narcotic analgesic,,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
513,A,1,opiate,,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
514,A,1,pyrimidine,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
515,A,1,serotonin,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
516,A,0,Antazolin,,(e),T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
517,A,0,Anterior pituitary hormone NEC,,,T38.811,T38.812,T38.813,T38.814,T38.815,T38.816
518,A,0,Anthelmintic NEC,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
519,A,0,Anthiolimine,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
520,A,0,Anthralin,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
521,A,0,Anthramycin,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
522,A,0,Antiadrenergic NEC,,,T44.8X1,T44.8X2,T44.8X3,T44.8X4,T44.8X5,T44.8X6
523,A,0,Antiallergic NEC,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
524,A,0,Anti-anemic,,(drug) (preparation),T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
525,A,0,Antiandrogen NEC,,,T38.6X1,T38.6X2,T38.6X3,T38.6X4,T38.6X5,T38.6X6
526,A,0,Antianxiety drug NEC,,,T43.501,T43.502,T43.503,T43.504,T43.505,T43.506
527,A,0,Antiaris toxicaria,,,T65.891,T65.892,T65.893,T65.894,--,--
528,A,0,Antiarteriosclerotic drug,,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
529,A,0,Antiasthmatic drug NEC,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
