Code,Description,ChapterID,SectionID
A60.01,Herpesviral infection of penis,1,A50-A64
A60.02,Herpesviral infection of other male genital organs,1,A50-A64
A60.03,Herpesviral cervicitis,1,A50-A64
A60.04,Herpesviral vulvovaginitis,1,A50-A64
A60.09,Herpesviral infection of other urogenital tract,1,A50-A64
A60.1,Herpesviral infection of perianal skin and rectum,1,A50-A64
A60.9,"Anogenital herpesviral infection, unspecified",1,A50-A64
A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",1,A50-A64
A63.0,Anogenital (venereal) warts,1,A50-A64
A63.8,Other specified predominantly sexually transmitted diseases,1,A50-A64
A64,Unspecified sexually transmitted disease,1,A50-A64
A65,Nonvenereal syphilis,1,A65-A69
A66,Yaws,1,A65-A69
A66.0,Initial lesions of yaws,1,A65-A69
A66.1,Multiple papillomata and wet crab yaws,1,A65-A69
A66.2,Other early skin lesions of yaws,1,A65-A69
A66.3,Hyperkeratosis of yaws,1,A65-A69
A66.4,Gummata and ulcers of yaws,1,A65-A69
A66.5,Gangosa,1,A65-A69
A66.6,Bone and joint lesions of yaws,1,A65-A69
A66.7,Other manifestations of yaws,1,A65-A69
A66.8,Latent yaws,1,A65-A69
A66.9,"Yaws, unspecified",1,A65-A69
A67,Pinta [carate],1,A65-A69
A67.0,Primary lesions of pinta,1,A65-A69
A67.1,Intermediate lesions of pinta,1,A65-A69
A67.2,Late lesions of pinta,1,A65-A69
A67.3,Mixed lesions of pinta,1,A65-A69
A67.9,"Pinta, unspecified",1,A65-A69
A68,Relapsing fevers,1,A65-A69
A68.0,Louse-borne relapsing fever,1,A65-A69
A68.1,Tick-borne relapsing fever,1,A65-A69
A68.9,"Relapsing fever, unspecified",1,A65-A69
A69,Other spirochetal infections,1,A65-A69
A69.0,Necrotizing ulcerative stomatitis,1,A65-A69
A69.1,Other Vincent's infections,1,A65-A69
A69.2,Lyme disease,1,A65-A69
A69.20,"Lyme disease, unspecified",1,A65-A69
A69.21,Meningitis due to Lyme disease,1,A65-A69
A69.22,Other neurologic disorders in Lyme disease,1,A65-A69
A69.23,Arthritis due to Lyme disease,1,A65-A69
A69.29,Other conditions associated with Lyme disease,1,A65-A69
A69.8,Other specified spirochetal infections,1,A65-A69
A69.9,"Spirochetal infection, unspecified",1,A65-A69
A70,Chlamydia psittaci infections,1,A70-A74
A71,Trachoma,1,A70-A74
A71.0,Initial stage of trachoma,1,A70-A74
A71.1,Active stage of trachoma,1,A70-A74
A71.9,"Trachoma, unspecified",1,A70-A74
A74,Other diseases caused by chlamydiae,1,A70-A74
A74.0,Chlamydial conjunctivitis,1,A70-A74
A74.8,Other chlamydial diseases,1,A70-A74
A74.81,Chlamydial peritonitis,1,A70-A74
A74.89,Other chlamydial diseases,1,A70-A74
A74.9,"Chlamydial infection, unspecified",1,A70-A74
A75,Typhus fever,1,A75-A79
A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,1,A75-A79
A75.1,Recrudescent typhus [Brill's disease],1,A75-A79
A75.2,Typhus fever due to Rickettsia typhi,1,A75-A79
A75.3,Typhus fever due to Rickettsia tsutsugamushi,1,A75-A79
A75.9,"Typhus fever, unspecified",1,A75-A79
A77,Spotted fever [tick-borne rickettsioses],1,A75-A79
A77.0,Spotted fever due to Rickettsia rickettsii,1,A75-A79
A77.1,Spotted fever due to Rickettsia conorii,1,A75-A79
A77.2,Spotted fever due to Rickettsia siberica,1,A75-A79
A77.3,Spotted fever due to Rickettsia australis,1,A75-A79
A77.4,Ehrlichiosis,1,A75-A79
A77.40,"Ehrlichiosis, unspecified",1,A75-A79
A77.41,Ehrlichiosis chaffeensis [E. chaffeensis],1,A75-A79
A77.49,Other ehrlichiosis,1,A75-A79
A77.8,Other spotted fevers,1,A75-A79
A77.9,"Spotted fever, unspecified",1,A75-A79
A78,Q fever,1,A75-A79
A79,Other rickettsioses,1,A75-A79
A79.0,Trench fever,1,A75-A79
A79.1,Rickettsialpox due to Rickettsia akari,1,A75-A79
A79.8,Other specified rickettsioses,1,A75-A79
A79.81,Rickettsiosis due to Ehrlichia sennetsu,1,A75-A79
A79.82,Anaplasmosis [A. phagocytophilum],1,A75-A79
A79.89,Other specified rickettsioses,1,A75-A79
A79.9,"Rickettsiosis, unspecified",1,A75-A79
A80,Acute poliomyelitis,1,A80-A89
A80.0,"Acute paralytic poliomyelitis, vaccine-associated",1,A80-A89
A80.1,"Acute paralytic poliomyelitis, wild virus, imported",1,A80-A89
A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous",1,A80-A89
A80.3,"Acute paralytic poliomyelitis, other and unspecified",1,A80-A89
A80.30,"Acute paralytic poliomyelitis, unspecified",1,A80-A89
A80.39,Other acute paralytic poliomyelitis,1,A80-A89
A80.4,Acute nonparalytic poliomyelitis,1,A80-A89
A80.9,"Acute poliomyelitis, unspecified",1,A80-A89
A81,Atypical virus infections of central nervous system,1,A80-A89
A81.0,Creutzfeldt-Jakob disease,1,A80-A89
A81.00,"Creutzfeldt-Jakob disease, unspecified",1,A80-A89
A81.01,Variant Creutzfeldt-Jakob disease,1,A80-A89
A81.09,Other Creutzfeldt-Jakob disease,1,A80-A89
A81.1,Subacute sclerosing panencephalitis,1,A80-A89
A81.2,Progressive multifocal leukoencephalopathy,1,A80-A89
A81.8,Other atypical virus infections of central nervous system,1,A80-A89
A81.81,Kuru,1,A80-A89
A81.82,Gerstmann-Sträussler-Scheinker syndrome,1,A80-A89
A81.83,Fatal familial insomnia,1,A80-A89
A81.89,Other atypical virus infections of central nervous system,1,A80-A89
A81.9,"Atypical virus infection of central nervous system, unspecified",1,A80-A89
A82,Rabies,1,A80-A89
A82.0,Sylvatic rabies,1,A80-A89
A82.1,Urban rabies,1,A80-A89
A82.9,"Rabies, unspecified",1,A80-A89
A83,Mosquito-borne viral encephalitis,1,A80-A89
A83.0,Japanese encephalitis,1,A80-A89
A83.1,Western equine encephalitis,1,A80-A89
A83.2,Eastern equine encephalitis,1,A80-A89
A83.3,St Louis encephalitis,1,A80-A89
A83.4,Australian encephalitis,1,A80-A89
A83.5,California encephalitis,1,A80-A89
A83.6,Rocio virus disease,1,A80-A89
A83.8,Other mosquito-borne viral encephalitis,1,A80-A89
A83.9,"Mosquito-borne viral encephalitis, unspecified",1,A80-A89
A84,Tick-borne viral encephalitis,1,A80-A89
A84.0,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],1,A80-A89
A84.1,Central European tick-borne encephalitis,1,A80-A89
A84.8,Other tick-borne viral encephalitis,1,A80-A89
A84.81,Powassan virus disease,1,A80-A89
A84.89,Other tick-borne viral encephalitis,1,A80-A89
A84.9,"Tick-borne viral encephalitis, unspecified",1,A80-A89
A85,"Other viral encephalitis, not elsewhere classified",1,A80-A89
A85.0,Enteroviral encephalitis,1,A80-A89
A85.1,Adenoviral encephalitis,1,A80-A89
A85.2,"Arthropod-borne viral encephalitis, unspecified",1,A80-A89
A85.8,Other specified viral encephalitis,1,A80-A89
A86,Unspecified viral encephalitis,1,A80-A89
A87,Viral meningitis,1,A80-A89
A87.0,Enteroviral meningitis,1,A80-A89
A87.1,Adenoviral meningitis,1,A80-A89
A87.2,Lymphocytic choriomeningitis,1,A80-A89
A87.8,Other viral meningitis,1,A80-A89
A87.9,"Viral meningitis, unspecified",1,A80-A89
A88,"Other viral infections of central nervous system, not elsewhere classified",1,A80-A89
A88.0,Enteroviral exanthematous fever [Boston exanthem],1,A80-A89
A88.1,Epidemic vertigo,1,A80-A89
A88.8,Other specified viral infections of central nervous system,1,A80-A89
A89,Unspecified viral infection of central nervous system,1,A80-A89
A90,Dengue fever [classical dengue],1,A90-A99
A91,Dengue hemorrhagic fever,1,A90-A99
A92,Other mosquito-borne viral fevers,1,A90-A99
A92.0,Chikungunya virus disease,1,A90-A99
A92.1,O'nyong-nyong fever,1,A90-A99
A92.2,Venezuelan equine fever,1,A90-A99
A92.3,West Nile virus infection,1,A90-A99
A92.30,"West Nile virus infection, unspecified",1,A90-A99
A92.31,West Nile virus infection with encephalitis,1,A90-A99
A92.32,West Nile virus infection with other neurologic manifestation,1,A90-A99
A92.39,West Nile virus infection with other complications,1,A90-A99
A92.4,Rift Valley fever,1,A90-A99
A92.5,Zika virus disease,1,A90-A99
A92.8,Other specified mosquito-borne viral fevers,1,A90-A99
A92.9,"Mosquito-borne viral fever, unspecified",1,A90-A99
A93,"Other arthropod-borne viral fevers, not elsewhere classified",1,A90-A99
A93.0,Oropouche virus disease,1,A90-A99
A93.1,Sandfly fever,1,A90-A99
A93.2,Colorado tick fever,1,A90-A99
A93.8,Other specified arthropod-borne viral fevers,1,A90-A99
A94,Unspecified arthropod-borne viral fever,1,A90-A99
A95,Yellow fever,1,A90-A99
A95.0,Sylvatic yellow fever,1,A90-A99
A95.1,Urban yellow fever,1,A90-A99
A95.9,"Yellow fever, unspecified",1,A90-A99
A96,Arenaviral hemorrhagic fever,1,A90-A99
A96.0,Junin hemorrhagic fever,1,A90-A99
A96.1,Machupo hemorrhagic fever,1,A90-A99
A96.2,Lassa fever,1,A90-A99
A96.8,Other arenaviral hemorrhagic fevers,1,A90-A99
A96.9,"Arenaviral hemorrhagic fever, unspecified",1,A90-A99
A98,"Other viral hemorrhagic fevers, not elsewhere classified",1,A90-A99
A98.0,Crimean-Congo hemorrhagic fever,1,A90-A99
A98.1,Omsk hemorrhagic fever,1,A90-A99
A98.2,Kyasanur Forest disease,1,A90-A99
A98.3,Marburg virus disease,1,A90-A99
A98.4,Ebola virus disease,1,A90-A99
A98.5,Hemorrhagic fever with renal syndrome,1,A90-A99
A98.8,Other specified viral hemorrhagic fevers,1,A90-A99
A99,Unspecified viral hemorrhagic fever,1,A90-A99
B00,Herpesviral [herpes simplex] infections,1,B00-B09
B00.0,Eczema herpeticum,1,B00-B09
B00.1,Herpesviral vesicular dermatitis,1,B00-B09
B00.2,Herpesviral gingivostomatitis and pharyngotonsillitis,1,B00-B09
B00.3,Herpesviral meningitis,1,B00-B09
B00.4,Herpesviral encephalitis,1,B00-B09
B00.5,Herpesviral ocular disease,1,B00-B09
B00.50,"Herpesviral ocular disease, unspecified",1,B00-B09
B00.51,Herpesviral iridocyclitis,1,B00-B09
B00.52,Herpesviral keratitis,1,B00-B09
B00.53,Herpesviral conjunctivitis,1,B00-B09
B00.59,Other herpesviral disease of eye,1,B00-B09
B00.7,Disseminated herpesviral disease,1,B00-B09
B00.8,Other forms of herpesviral infections,1,B00-B09
B00.81,Herpesviral hepatitis,1,B00-B09
B00.82,Herpes simplex myelitis,1,B00-B09
B00.89,Other herpesviral infection,1,B00-B09
B00.9,"Herpesviral infection, unspecified",1,B00-B09
B01,Varicella [chickenpox],1,B00-B09
B01.0,Varicella meningitis,1,B00-B09
B01.1,"Varicella encephalitis, myelitis and encephalomyelitis",1,B00-B09
B01.11,Varicella encephalitis and encephalomyelitis,1,B00-B09
B01.12,Varicella myelitis,1,B00-B09
B01.2,Varicella pneumonia,1,B00-B09
B01.8,Varicella with other complications,1,B00-B09
B01.81,Varicella keratitis,1,B00-B09
B01.89,Other varicella complications,1,B00-B09
B01.9,Varicella without complication,1,B00-B09
B02,Zoster [herpes zoster],1,B00-B09
B02.0,Zoster encephalitis,1,B00-B09
B02.1,Zoster meningitis,1,B00-B09
B02.2,Zoster with other nervous system involvement,1,B00-B09
B02.21,Postherpetic geniculate ganglionitis,1,B00-B09
B02.22,Postherpetic trigeminal neuralgia,1,B00-B09
B02.23,Postherpetic polyneuropathy,1,B00-B09
B02.24,Postherpetic myelitis,1,B00-B09
B02.29,Other postherpetic nervous system involvement,1,B00-B09
B02.3,Zoster ocular disease,1,B00-B09
B02.30,"Zoster ocular disease, unspecified",1,B00-B09
B02.31,Zoster conjunctivitis,1,B00-B09
B02.32,Zoster iridocyclitis,1,B00-B09
B02.33,Zoster keratitis,1,B00-B09
B02.34,Zoster scleritis,1,B00-B09
B02.39,Other herpes zoster eye disease,1,B00-B09
B02.7,Disseminated zoster,1,B00-B09
B02.8,Zoster with other complications,1,B00-B09
B02.9,Zoster without complications,1,B00-B09
B03,Smallpox,1,B00-B09
B04,Monkeypox,1,B00-B09
B05,Measles,1,B00-B09
B05.0,Measles complicated by encephalitis,1,B00-B09
B05.1,Measles complicated by meningitis,1,B00-B09
B05.2,Measles complicated by pneumonia,1,B00-B09
B05.3,Measles complicated by otitis media,1,B00-B09
B05.4,Measles with intestinal complications,1,B00-B09
B05.8,Measles with other complications,1,B00-B09
B05.81,Measles keratitis and keratoconjunctivitis,1,B00-B09
B05.89,Other measles complications,1,B00-B09
B05.9,Measles without complication,1,B00-B09
B06,Rubella [German measles],1,B00-B09
B06.0,Rubella with neurological complications,1,B00-B09
B06.00,"Rubella with neurological complication, unspecified",1,B00-B09
B06.01,Rubella encephalitis,1,B00-B09
B06.02,Rubella meningitis,1,B00-B09
B06.09,Other neurological complications of rubella,1,B00-B09
B06.8,Rubella with other complications,1,B00-B09
B06.81,Rubella pneumonia,1,B00-B09
B06.82,Rubella arthritis,1,B00-B09
B06.89,Other rubella complications,1,B00-B09
B06.9,Rubella without complication,1,B00-B09
B07,Viral warts,1,B00-B09
B07.0,Plantar wart,1,B00-B09
B07.8,Other viral warts,1,B00-B09
B07.9,"Viral wart, unspecified",1,B00-B09
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",1,B00-B09
B08.0,Other orthopoxvirus infections,1,B00-B09
B08.01,Cowpox and vaccinia not from vaccine,1,B00-B09
B08.010,Cowpox,1,B00-B09
B08.011,Vaccinia not from vaccine,1,B00-B09
B08.02,Orf virus disease,1,B00-B09
B08.03,Pseudocowpox [milker's node],1,B00-B09
B08.04,"Paravaccinia, unspecified",1,B00-B09
B08.09,Other orthopoxvirus infections,1,B00-B09
B08.1,Molluscum contagiosum,1,B00-B09
B08.2,Exanthema subitum [sixth disease],1,B00-B09
B08.20,"Exanthema subitum [sixth disease], unspecified",1,B00-B09
B08.21,Exanthema subitum [sixth disease] due to human herpesvirus 6,1,B00-B09
B08.22,Exanthema subitum [sixth disease] due to human herpesvirus 7,1,B00-B09
B08.3,Erythema infectiosum [fifth disease],1,B00-B09
B08.4,Enteroviral vesicular stomatitis with exanthem,1,B00-B09
B08.5,Enteroviral vesicular pharyngitis,1,B00-B09
B08.6,Parapoxvirus infections,1,B00-B09
B08.60,"Parapoxvirus infection, unspecified",1,B00-B09
B08.61,Bovine stomatitis,1,B00-B09
B08.62,Sealpox,1,B00-B09
B08.69,Other parapoxvirus infections,1,B00-B09
B08.7,Yatapoxvirus infections,1,B00-B09
B08.70,"Yatapoxvirus infection, unspecified",1,B00-B09
B08.71,Tanapox virus disease,1,B00-B09
B08.72,Yaba pox virus disease,1,B00-B09
B08.79,Other yatapoxvirus infections,1,B00-B09
B08.8,Other specified viral infections characterized by skin and mucous membrane lesions,1,B00-B09
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,1,B00-B09
B10,Other human herpesviruses,1,B10
B10.0,Other human herpesvirus encephalitis,1,B10
B10.01,Human herpesvirus 6 encephalitis,1,B10
B10.09,Other human herpesvirus encephalitis,1,B10
B10.8,Other human herpesvirus infection,1,B10
B10.81,Human herpesvirus 6 infection,1,B10
B10.82,Human herpesvirus 7 infection,1,B10
B10.89,Other human herpesvirus infection,1,B10
B15,Acute hepatitis A,1,B15-B19
B15.0,Hepatitis A with hepatic coma,1,B15-B19
B15.9,Hepatitis A without hepatic coma,1,B15-B19
B16,Acute hepatitis B,1,B15-B19
B16.0,Acute hepatitis B with delta-agent with hepatic coma,1,B15-B19
B16.1,Acute hepatitis B with delta-agent without hepatic coma,1,B15-B19
B16.2,Acute hepatitis B without delta-agent with hepatic coma,1,B15-B19
B16.9,Acute hepatitis B without delta-agent and without hepatic coma,1,B15-B19
B17,Other acute viral hepatitis,1,B15-B19
B17.0,Acute delta-(super) infection of hepatitis B carrier,1,B15-B19
B17.1,Acute hepatitis C,1,B15-B19
B17.10,Acute hepatitis C without hepatic coma,1,B15-B19
B17.11,Acute hepatitis C with hepatic coma,1,B15-B19
B17.2,Acute hepatitis E,1,B15-B19
B17.8,Other specified acute viral hepatitis,1,B15-B19
B17.9,"Acute viral hepatitis, unspecified",1,B15-B19
B18,Chronic viral hepatitis,1,B15-B19
B18.0,Chronic viral hepatitis B with delta-agent,1,B15-B19
B18.1,Chronic viral hepatitis B without delta-agent,1,B15-B19
B18.2,Chronic viral hepatitis C,1,B15-B19
B18.8,Other chronic viral hepatitis,1,B15-B19
B18.9,"Chronic viral hepatitis, unspecified",1,B15-B19
B19,Unspecified viral hepatitis,1,B15-B19
B19.0,Unspecified viral hepatitis with hepatic coma,1,B15-B19
B19.1,Unspecified viral hepatitis B,1,B15-B19
B19.10,Unspecified viral hepatitis B without hepatic coma,1,B15-B19
B19.11,Unspecified viral hepatitis B with hepatic coma,1,B15-B19
B19.2,Unspecified viral hepatitis C,1,B15-B19
B19.20,Unspecified viral hepatitis C without hepatic coma,1,B15-B19
B19.21,Unspecified viral hepatitis C with hepatic coma,1,B15-B19
B19.9,Unspecified viral hepatitis without hepatic coma,1,B15-B19
B20,Human immunodeficiency virus [HIV] disease,1,B20
B25,Cytomegaloviral disease,1,B25-B34
B25.0,Cytomegaloviral pneumonitis,1,B25-B34
B25.1,Cytomegaloviral hepatitis,1,B25-B34
B25.2,Cytomegaloviral pancreatitis,1,B25-B34
B25.8,Other cytomegaloviral diseases,1,B25-B34
B25.9,"Cytomegaloviral disease, unspecified",1,B25-B34
B26,Mumps,1,B25-B34
B26.0,Mumps orchitis,1,B25-B34
B26.1,Mumps meningitis,1,B25-B34
B26.2,Mumps encephalitis,1,B25-B34
B26.3,Mumps pancreatitis,1,B25-B34
B26.8,Mumps with other complications,1,B25-B34
B26.81,Mumps hepatitis,1,B25-B34
B26.82,Mumps myocarditis,1,B25-B34
B26.83,Mumps nephritis,1,B25-B34
B26.84,Mumps polyneuropathy,1,B25-B34
B26.85,Mumps arthritis,1,B25-B34
B26.89,Other mumps complications,1,B25-B34
B26.9,Mumps without complication,1,B25-B34
B27,Infectious mononucleosis,1,B25-B34
B27.0,Gammaherpesviral mononucleosis,1,B25-B34
B27.00,Gammaherpesviral mononucleosis without complication,1,B25-B34
B27.01,Gammaherpesviral mononucleosis with polyneuropathy,1,B25-B34
B27.02,Gammaherpesviral mononucleosis with meningitis,1,B25-B34
B27.09,Gammaherpesviral mononucleosis with other complications,1,B25-B34
B27.1,Cytomegaloviral mononucleosis,1,B25-B34
B27.10,Cytomegaloviral mononucleosis without complications,1,B25-B34
B27.11,Cytomegaloviral mononucleosis with polyneuropathy,1,B25-B34
B27.12,Cytomegaloviral mononucleosis with meningitis,1,B25-B34
B27.19,Cytomegaloviral mononucleosis with other complication,1,B25-B34
B27.8,Other infectious mononucleosis,1,B25-B34
B27.80,Other infectious mononucleosis without complication,1,B25-B34
B27.81,Other infectious mononucleosis with polyneuropathy,1,B25-B34
B27.82,Other infectious mononucleosis with meningitis,1,B25-B34
B27.89,Other infectious mononucleosis with other complication,1,B25-B34
B27.9,"Infectious mononucleosis, unspecified",1,B25-B34
B27.90,"Infectious mononucleosis, unspecified without complication",1,B25-B34
B27.91,"Infectious mononucleosis, unspecified with polyneuropathy",1,B25-B34
B27.92,"Infectious mononucleosis, unspecified with meningitis",1,B25-B34
B27.99,"Infectious mononucleosis, unspecified with other complication",1,B25-B34
B30,Viral conjunctivitis,1,B25-B34
B30.0,Keratoconjunctivitis due to adenovirus,1,B25-B34
B30.1,Conjunctivitis due to adenovirus,1,B25-B34
B30.2,Viral pharyngoconjunctivitis,1,B25-B34
B30.3,Acute epidemic hemorrhagic conjunctivitis (enteroviral),1,B25-B34
B30.8,Other viral conjunctivitis,1,B25-B34
B30.9,"Viral conjunctivitis, unspecified",1,B25-B34
B33,"Other viral diseases, not elsewhere classified",1,B25-B34
B33.0,Epidemic myalgia,1,B25-B34
B33.1,Ross River disease,1,B25-B34
B33.2,Viral carditis,1,B25-B34
B33.20,"Viral carditis, unspecified",1,B25-B34
B33.21,Viral endocarditis,1,B25-B34
B33.22,Viral myocarditis,1,B25-B34
B33.23,Viral pericarditis,1,B25-B34
B33.24,Viral cardiomyopathy,1,B25-B34
B33.3,"Retrovirus infections, not elsewhere classified",1,B25-B34
B33.4,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS],1,B25-B34
B33.8,Other specified viral diseases,1,B25-B34
B34,Viral infection of unspecified site,1,B25-B34
B34.0,"Adenovirus infection, unspecified",1,B25-B34
B34.1,"Enterovirus infection, unspecified",1,B25-B34
B34.2,"Coronavirus infection, unspecified",1,B25-B34
B34.3,"Parvovirus infection, unspecified",1,B25-B34
B34.4,"Papovavirus infection, unspecified",1,B25-B34
B34.8,Other viral infections of unspecified site,1,B25-B34
B34.9,"Viral infection, unspecified",1,B25-B34
B35,Dermatophytosis,1,B35-B49
B35.0,Tinea barbae and tinea capitis,1,B35-B49
B35.1,Tinea unguium,1,B35-B49
B35.2,Tinea manuum,1,B35-B49
B35.3,Tinea pedis,1,B35-B49
B35.4,Tinea corporis,1,B35-B49
B35.5,Tinea imbricata,1,B35-B49
B35.6,Tinea cruris,1,B35-B49
B35.8,Other dermatophytoses,1,B35-B49
B35.9,"Dermatophytosis, unspecified",1,B35-B49
B36,Other superficial mycoses,1,B35-B49
B36.0,Pityriasis versicolor,1,B35-B49
B36.1,Tinea nigra,1,B35-B49
B36.2,White piedra,1,B35-B49
B36.3,Black piedra,1,B35-B49
B36.8,Other specified superficial mycoses,1,B35-B49
B36.9,"Superficial mycosis, unspecified",1,B35-B49
B37,Candidiasis,1,B35-B49
B37.0,Candidal stomatitis,1,B35-B49
B37.1,Pulmonary candidiasis,1,B35-B49
B37.2,Candidiasis of skin and nail,1,B35-B49
B37.3,Candidiasis of vulva and vagina,1,B35-B49
